	GSM254625	GSM254626	GSM254627	GSM254628	GSM254629	GSM254630	GSM254631	GSM254632	GSM254633	GSM254634	GSM254635	GSM254636	GSM254637	GSM254638	GSM254639	GSM254640	GSM254641	GSM254642	GSM254643	GSM254644	GSM254645	GSM254646	GSM254647	GSM254648	GSM254649	GSM254650	GSM254651	GSM254652	GSM254653	GSM254654	GSM254655	GSM254656	GSM254657	GSM254658	GSM254659	GSM254660	GSM254661	GSM254662	GSM254663	GSM254664	GSM254665	GSM254666	GSM254667	GSM254668	GSM254669	GSM254670	GSM254671	GSM254672	GSM254673	GSM254674	GSM254675	GSM254676	GSM254677	GSM254678	GSM254679	GSM254680	GSM254681	GSM254682	GSM254683	GSM254684	GSM254685	GSM254686	GSM254687	GSM254688	GSM254689	GSM254690	GSM254691	GSM254692	GSM254693	GSM254694	GSM254695	GSM254696	GSM254697	GSM254698	GSM254699	GSM254700	GSM254701	GSM254702	GSM254703	GSM254704	GSM254705	GSM254706	GSM254707	GSM254708	GSM254709	GSM254710	GSM254711	GSM254712	GSM254713	GSM254714	GSM254715	GSM254716	GSM254717	GSM254718	GSM254719	GSM254720	GSM254721	GSM254722	GSM254723	GSM254724	GSM254725	GSM254726	GSM254727	GSM254728	GSM254729	GSM254730	GSM254731
206701_x_at	7.48345476963245	9.58527326537174	6.61993259266388	9.64355982654697	7.15227912242164	7.22692002740829	6.81517347947843	7.8819231121973	6.64547600315968	9.27054051861721	8.01538595880574	5.81808045511354	6.48287587070102	7.89432758377767	6.20342395196745	9.36813686450775	6.64135818549916	6.45677759085102	10.2302775332883	9.72303050002921	7.14804126447368	9.74895901519592	6.84283413804916	7.16748453958343	9.4084260977946	7.71446507090351	9.20853355205844	6.91586826150225	10.2030373242098	7.15118437615371	10.0016485288025	7.8377650333906	7.01548011607437	10.5905384971352	6.72323741104551	10.2549525469958	6.64323565050727	9.51284345814756	6.60203374575509	6.97155685179699	8.79503365320564	7.12646993259114	8.16743391263152	6.67553263357977	10.3344418819643	6.15726068676616	9.10309613947526	6.42136731067671	9.86297730321126	6.64592541373868	6.64065556241867	9.25055437154854	8.17819862511795	6.18941178986282	8.83026064581689	6.61138571701064	10.1594088604337	6.74432622350932	9.04429303489211	6.69394052826204	8.77752841370718	6.87285365546795	7.37620783611253	6.97922981344282	9.83358351328716	6.75531623091623	9.006678475679	7.07847075735334	9.86541249774219	7.02591599837477	7.93726996322458	6.65228731898419	6.62938434251406	6.32872924309183	8.60498210719414	5.65505750535073	6.43399569415636	10.2011990192983	8.41284477793739	7.00469886115197	7.61142871539532	9.37635447122265	6.91091991136314	8.07893290278873	7.44760058065966	8.6633107188349	7.78179680741286	8.56882379396103	9.20094538508679	6.75843831075611	8.77077822920576	7.50548421263066	8.97685248114974	6.81472536031408	10.5474711935234	6.68110901954209	6.4955797310451	6.36953726656633	7.90408136058687	6.86725501374574	8.23363661579356	7.04043771460107	9.68814220647978	6.22593880266496	7.28277580457215	9.53697404620204	9.28540884733399
204931_at	7.88834635681467	9.75148775047822	5.72330530519361	9.37556856661812	6.11595420797967	6.98006522069475	5.89632657252686	6.795769062407	5.88037971018799	7.7131918306777	8.74975002972478	6.31901261574363	6.12941887368053	8.12186312826251	6.64797495764117	8.96567115031522	5.80529790459335	5.90731447208993	9.0963408862968	9.24014673922443	6.83409588496159	8.97550551426518	6.58595220670728	7.46971157770474	9.57470936125483	6.75880949393972	8.56278121841105	6.57857009845757	9.18910514459986	6.65406541227195	9.34343034997338	6.91302359440995	6.53002559916334	8.7963617025927	6.25371509017095	8.27679969082103	6.92609790479364	9.77177030349876	5.54709713928525	6.27884354016948	8.74886611597363	6.35100031007749	8.43465750764814	5.84569925925296	10.273632681575	6.78060716929577	8.98955391490807	6.01228698914487	9.8205962351818	5.95069332504686	6.37703313589055	8.50044860445638	8.33113585369979	5.52260931870965	8.33428789156929	5.70202148700463	9.06861412879726	6.03702505171664	9.14121381134474	6.57601270228211	8.95062609092899	6.12251334269167	6.49607925042652	5.9737406511949	9.45549995457349	5.54916367448874	8.55746592063656	5.63920216717368	9.90384842642113	7.53854097330963	8.24857900211481	5.65581085320481	5.51869755952863	6.43448762861085	9.56645791203725	6.03945505856054	5.80565511279738	9.15535895723664	8.76849355778683	5.80118898090373	6.64579491102544	9.02116502269595	6.79302940337215	8.85043077326197	6.60202203923793	8.03351535332466	8.95831179855082	7.67994936054921	7.98913506102207	6.58031936067271	9.46123543895595	6.88813701209537	8.73806850742761	6.66767372268282	9.39174057682202	5.46459657567388	5.54589593845629	6.07357875283442	7.91814583566823	5.94620191825724	8.36066402290991	7.29422382288959	8.49315739352849	6.16794079429368	7.33275393062141	9.65715834615126	9.28417837651881
41644_at	9.85951865439685	11.2186591025453	9.64654511950663	11.151329348315	9.78224679896312	10.1962046826143	9.60370054789496	10.141840940596	9.45016353570443	10.5522605435897	11.0922721405327	9.6269947755178	9.79325313535016	10.926314323975	9.85238514399101	11.4222071962175	9.50900003383932	9.4804973094271	11.0848675329102	12.042401815555	10.3744898224722	10.6625235748227	9.6192977917726	10.0922419318135	10.75506490602	10.1252707953511	10.7251262579097	9.90390663330756	10.972508172449	10.2954887334199	11.1505415630065	10.6233318916564	10.1382622835975	10.9213475191396	9.75448400666932	11.2678810843712	10.2166739990096	10.9647691239862	10.0368523579829	9.77519394114248	10.4734712158766	9.7016738149326	10.6849285368648	9.41077744224903	10.8961401381491	9.83052552439287	11.1040120920701	10.1306465943148	10.830382864805	9.81474696928157	10.2242544981671	10.9809081925825	11.098882367155	9.76628166616617	11.1234966095365	9.8220820178914	11.0367266467753	9.75906841196841	10.8463076002175	9.8546259070693	11.3737362237559	9.53539794356099	9.72557469894786	9.80717469350529	10.7393790225549	9.6495718427111	10.4758269692828	9.95586805280466	11.0779501107751	9.99262902562778	10.7019684273609	9.73764231451218	9.39838836188972	9.52575619035501	11.0546432792368	9.48322384738721	9.54349945646939	11.3025784587326	11.0811053717252	9.97951588083774	9.58848113767958	10.9567715451848	9.5444893070048	10.5778712284551	9.7170286941594	10.367143322656	10.7702172522952	11.5811787658966	11.4616362276157	10.169204828593	11.5946335213753	9.74528311456657	10.9488496871053	9.94659045015025	11.2063109655907	9.81643561244062	10.0679457305919	9.61395791531264	10.480465931952	9.79068713627222	11.1043174958177	10.1705012074196	11.0662490909896	9.74600290073209	10.5177141891964	11.6853232513383	11.3287069981689
206209_s_at	6.9596704540529	9.96755381618743	6.88995229296377	9.73859657470513	6.83866456106312	6.72033754817446	6.6339683343752	7.01188328301999	6.79790394220877	8.90466751345429	9.49114942352996	7.51924621295399	7.08523855802199	8.86589150243429	6.65720968140936	8.69572445126402	6.70553292451772	6.51247296021401	10.1982073857251	10.1697603848218	6.92192141076683	10.0959272545425	6.7611069664524	7.21374377993005	10.4959946257463	6.90014267686681	9.64276175926527	6.6281046979995	10.2760961684581	6.92840537781719	10.2239529417092	7.69277129290656	6.94626914846031	9.63186897057462	6.4207789377993	9.98495331913266	6.69999107069319	10.5601725844934	6.41773562120312	6.73660707176853	9.79682120882418	6.72195203092634	8.1718156060668	6.51526151008286	10.5230612266912	6.67307322678201	9.68746179887708	6.93925818712468	9.78274189068725	6.78475189659741	6.88139698689496	9.61094162576723	8.17615299914075	6.48383771304411	9.23782384972496	6.69537326299352	9.00618156410881	6.78669955469909	9.87773944547437	6.67920479288065	9.24265803284875	6.81068322875729	6.56463795988617	6.80054370460387	9.84198669273067	6.77900820156096	9.41636691587822	6.70693349994876	10.0577593486635	6.93916093065061	8.41910159370894	6.65749792649961	6.88121806459881	6.95135022169947	9.6493785831466	6.57299821792285	6.83629697081915	10.2079642326775	8.62600348989613	7.0590771335872	7.15545281925023	9.43293207886902	6.82688827684906	9.13445029330609	6.90281116444516	7.66953170875045	9.0348298987028	9.02162944920885	9.8263842114776	6.84948217065052	10.2252322912329	6.43617414885507	8.81495447934672	6.84658355395786	10.6453898272446	6.84395896085013	6.69326065811778	6.93640186959621	6.78450589098827	6.97925557125239	9.92993667312753	7.04120252332746	9.42763913423228	6.59690742528976	7.28217698415985	9.49988722118668	9.82347130638891
220677_s_at	5.90928868421876	7.8381210424216	5.54482855523658	7.42375142334693	5.40747851457184	5.70110090955662	5.77029749805307	5.46688140412215	5.69644417183658	6.76754521536187	7.24432957961499	6.17957171856162	5.31138028034874	6.5257889487477	6.17942578434853	7.71107303696712	5.50015625847588	5.49367935984618	6.96859139092768	8.11754072253062	5.86295064787423	8.4554634854476	5.58877965152916	6.65721694113203	7.71514676480051	5.54627019211581	7.18142175820826	5.57960437358756	8.18223952904515	5.98914394884475	7.54721212053973	6.1245344283894	6.12623351259256	7.50034929974956	5.33937551649653	7.57246898299004	6.20188554005886	7.36274342838329	5.1860431894045	5.48155110133553	6.77104366571772	5.93416182473397	6.77378707078513	5.53022336508562	7.90485534390236	5.79201091721878	7.22463455979261	6.21252410175524	7.61890817552268	5.65857840646898	5.49965069631806	7.69344751983609	8.10702719203535	5.78028548664349	7.07113438202869	5.11020800348427	6.76998090997152	5.33543319197577	7.18078201641476	6.26521175111358	6.98949304865988	5.39771759357177	5.27240431127545	5.38584642946296	7.1784422874712	5.48918058476249	7.21385015694498	7.00961205569078	7.56256685080898	5.67661651175738	6.74008722334434	5.65053437076848	5.47708558479708	5.93030524267651	7.7329084443286	5.8003511179102	5.85985327587749	8.08738879802926	6.99263877138003	5.52026983965574	5.78341534764281	7.52321925928774	5.52528843301627	6.83492581368741	5.54977306778072	6.61629166500553	7.3905096598737	6.87671049405441	7.85114798856593	5.89822611107979	7.88257609262064	5.72678483703138	7.16253617341806	6.17011444641624	7.22774798039556	5.79196983726276	5.1700397138265	5.79383070437786	6.84433805274904	5.56143761808077	6.95667203038248	6.13111129567525	8.26357152183019	6.08970152908925	6.41296018217061	8.16794575101899	7.79755326633625
40687_at	6.79306307037128	7.17183437744972	6.36654746341009	7.5780202921405	6.49532721904765	6.85192284583114	6.37462253334181	7.74276943666335	6.49620796595856	7.67047639950377	7.42941614691037	6.57841281339842	6.2978004007777	6.91443820567111	6.30978750022288	7.21328692954337	6.38261515199811	6.29953162484694	7.29843100055127	7.99278486534863	6.48254401595733	7.86959540613697	6.18177561106577	6.74500733327206	7.7114489012787	6.68129430422414	7.84342077060999	6.45115059404013	7.65589648619989	6.30878951301659	7.34722760424628	6.5615334124643	6.25492041085189	7.397022334063	6.21832800373018	7.88608209375088	6.35226447112483	7.8309532792014	6.10004720517376	6.37699682153736	7.23571476882712	6.71603959759117	6.92335588652894	6.35127036612543	7.64815104421986	6.53409597180362	7.32199641816694	6.29851095617017	7.40247626612965	6.37801785069591	6.27795539148249	6.68778361681575	7.07556929788289	6.14973115253672	7.22474691035518	6.36457770845574	7.66076831730053	6.3549324186238	6.97276833018102	6.40408357753811	7.19035102975796	6.73483372781393	6.42656147445303	6.41156701626287	7.62936966699515	6.2705767098023	7.57567240382669	6.5123090486264	7.59912886142209	6.63932100194822	7.59729261661532	6.35112532512239	6.09787412363875	6.41736501273869	8.38438196692638	6.50678573149989	6.29207848605043	8.05485830715077	6.89739574699771	6.23399431529269	6.85508589726052	7.38697411400884	6.64674562844824	7.06621325326849	6.68053405057082	7.93247691105525	6.77345487101326	7.42267918101998	7.00394291633939	6.45259602522925	7.50971204476801	6.82058574125368	7.55506186876542	6.38559883090141	7.16901877964624	6.88411966305454	7.17931490611606	6.44789918428424	7.69664356502131	6.43501452766955	7.52948862079924	6.9152429047026	7.32640436080208	6.57656530407127	6.57203859645943	7.24967480521397	7.9924464373889
219371_s_at	10.0442579585536	10.8483610519836	7.89211813853774	11.8469875354613	9.05354187548831	10.6475967134102	7.79273111871418	9.30939707251263	8.07263697523002	9.92483797919754	11.1030311969066	8.28017095439895	9.35888466413337	9.46687358437758	8.95709053254512	11.6722702530934	9.05273993990994	7.90486096979376	11.0745993935656	11.1740597365694	8.7756315703349	10.4617509251415	9.17917219114699	9.68266793470518	11.5663002666237	9.53342145720723	10.8596793839774	9.519787957146	11.9414901584187	9.18344322725717	11.072109374977	9.54956581434751	9.01085770737935	11.154026831824	8.8440337605189	11.0561697579039	8.79239680849426	11.6018021474202	8.50616973044786	8.60277169285682	9.8905142117303	9.57305279719507	11.1139895937687	9.41777994207298	10.665086134385	9.43512670295161	10.9892177191794	7.68816369925448	10.6863768141912	9.43425595981027	8.58771519320238	11.1883573109974	11.0886541215499	8.13468634723693	11.3758818118603	8.24899601722346	11.7245977105138	9.33627884360992	11.3657449947891	9.58070857808359	10.3841165865391	9.66125382554474	9.26871530703166	9.36721919187499	10.9347647280791	8.54146947737311	10.9288945696727	8.2132643217273	11.265744516378	9.79608441264524	10.8441322232914	8.16911387864371	7.66872488869085	9.76092106295596	10.692922118541	8.14338619232445	8.25385131231187	11.963904646061	11.1544625511864	8.65527553121219	8.61420569082437	10.017913423821	8.83092830943871	10.7054489315017	8.90253982368279	9.64858190551851	9.76092106295596	10.3739946516674	10.4264473569361	9.51884321462495	10.5087335211209	10.079280345388	10.6599279480556	9.22394856521138	11.2119075435005	9.65089336668317	8.6077788993014	9.0356310108725	10.5044107459699	8.14699100418857	10.9066170514969	9.43088794050926	10.8877582485116	9.01342485009481	9.73676709549134	11.6413429876516	11.909081014794
203065_s_at	10.1103595210284	12.3954743755175	7.44760470067677	12.630560611957	8.7560216206024	9.73761640366669	10.3928478861221	11.0901605230096	8.64989368971082	11.7398380414378	11.5210431022109	7.56614690184061	10.1743778296541	10.8765553065065	7.80459513107204	11.9072439245669	8.31455342814828	7.44532760343372	12.7741011568594	11.7833013824415	9.64323694483971	12.3159656427426	8.25123277548242	10.2584967531617	12.2530864108449	12.2576521225638	11.95419982496	8.48460133528129	12.5778157924822	9.90264679758487	12.5842403585602	10.3700287457078	9.38737511423619	11.9713073151908	8.53880165691109	12.3477389293186	8.99908873773859	12.280389747833	8.19574537582946	9.5729746599723	11.7595146520052	8.82654543047388	11.4593887301864	9.61533601796792	12.5973499943119	9.14376210148032	12.2784613749689	8.46195813495759	12.6734131883157	9.45707557497233	8.62028809381068	11.5664212356648	11.2378501979795	9.76764690564922	11.7459993249709	10.5059607171787	12.57918667333	9.20323981537677	11.9371182889483	9.79027295482381	11.8854939121702	9.93125100053485	9.22237063291667	9.07996690282374	12.3426218040433	8.20505665382304	11.8485678287831	8.45305639309119	12.624065993376	9.03327914447651	11.5026381873396	10.3348790331247	7.54671324332138	8.96845815004272	12.3688278923954	9.64137249845649	9.12899186128782	12.7172845538819	11.7492824400066	9.66041843020522	10.2431065624723	11.8489513961266	9.78870857618862	11.9002482575414	10.0411367056067	11.5672356318027	12.0463285944325	12.1860324378093	11.6625844683361	9.06099079346208	11.8076057308259	10.193737266698	12.2489723974524	9.54817515277169	12.6834658622538	8.67754108399773	8.82944138989951	9.84892341294278	11.567799352746	10.1595389191989	11.5690418446818	10.3454811731446	12.5234618688472	8.89331531502265	10.0775060966598	12.1582172213565	12.2502891311264
218820_at	8.41391594002487	9.91452891831037	8.3082497726635	9.80919304342309	7.37933295829973	8.00314542380289	7.65821035918633	8.74475817997035	7.68401934481978	9.48850156364911	9.46620410518421	6.98155052045454	7.57304973721803	9.03536076768222	7.03161510663075	9.03160558823489	7.32041324705202	8.87766827121737	9.95908351865614	9.0059167986082	7.95443303809511	10.0928716301471	7.30762954165558	8.43065287468668	9.64539762138897	8.04262734101754	9.08007175543747	8.36732151234002	9.37753961726926	8.4268065036202	9.83779369920068	8.13644348065699	8.43754140810666	9.47197359363092	8.39866708162313	9.97648643846053	8.20010266520505	9.69410506491103	7.61833247112978	7.09433975079406	9.78997165539312	8.15885951587882	8.62212977219138	8.15197700249584	9.55529590576113	7.82058257806151	9.40337842073792	8.54589473303511	9.85651684888299	8.15173554968547	8.21447329814143	9.22380382300008	8.37618110357419	7.25761811489366	9.22744530020567	7.6325046961075	10.122743543293	7.99336253421354	9.10877576384785	7.65059943225268	9.28460301386887	8.44293808325422	7.61094964005629	7.78685593842119	9.63973452924544	7.52624043773346	9.25599969288377	8.41798968971206	9.51673210381618	8.6299094991835	8.86845013206744	7.28588280499266	7.15064218368392	7.40776204575577	10.2182283605717	6.48552763681387	7.85002493037412	9.83546043752857	9.53038470901524	7.77552229311002	7.5392963293796	9.08020967491061	8.26341642395861	9.41911744009743	8.07779739707538	8.84231698811323	9.91518752528039	9.30546880481161	9.70209782847341	8.232975615971	9.27218762204092	8.4331033587526	9.29692763573851	8.94128871751952	10.1758351061331	7.65760183340334	7.97382975928743	7.4577289931521	8.84391152029171	7.3353363932953	9.42495452468661	8.90012174730584	9.85224422762452	8.20160728399969	7.85715874018588	9.2286957287202	9.66058669604792
219689_at	7.33596497977763	9.92203533906508	7.22235776837603	9.79694763317172	7.37347542951559	7.63767225919067	7.30755907480504	8.03085608598132	7.36651758183475	8.91442418188924	9.57086036419515	7.29546988907952	7.17805715892105	8.74153517406595	7.64492662307536	8.37740594925351	7.32764974173166	7.26261619479289	9.81292607995462	10.1410831346695	7.72445731820693	7.77474668824113	7.1001314255841	7.2553017963274	9.25898592633437	6.81255774429332	7.68088692962643	7.16996243835123	8.90900617814151	7.30897375011784	9.03722150442111	7.91884215348087	7.74502331430747	9.17544946619214	7.28069447449152	10.3673371267191	7.26034281536939	10.4895841874006	6.91661057144812	7.50467554801627	8.35597795183343	7.60959233569866	8.51494501443631	7.11419200670602	9.52170530468497	7.72690903657808	8.21981707991848	7.09250157314916	10.1397654210597	7.19743833583757	7.41231447793728	8.72866710063587	8.20835658154496	8.10701367703486	8.67889810485944	6.96370806704302	8.80656627498885	7.04642798250762	8.98622823700413	7.27001961201253	9.44088113735111	7.03284805055058	7.25322003228152	7.39066478125436	8.41323538816719	6.85255478000818	9.58115911502277	6.73504739965368	8.70961019546378	7.12495737293965	8.04048658207881	7.43512279380995	7.13358970323851	7.37939808139733	8.53881272543266	7.47205200073179	7.25084039227054	10.5235097475457	7.45409276172911	7.30189321296702	7.21405642237412	8.60568259965301	6.8167668010771	7.64452850245517	7.21400569408848	7.22588996209505	7.69393895010664	9.31288708432101	8.24232512905592	7.32893170757696	10.3711999228876	7.33095217928978	8.21046115357693	7.58827796037307	10.027233154182	7.12072410362108	7.62439987631599	7.3424720818349	7.55884462399522	7.23464863094847	8.73447447401972	7.07021421032003	9.37120454601408	7.30620185942598	7.79955504885819	9.45669496518229	9.47263467060293
